cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
54;7;2014;2014m07;39;3;Belford Roxo;3300456;Baixada Fluminense;13;0;1;14;8;22;18;149;7;1;47;226;8;12;246;77;6;10;1;0;0.0;0;3;0.0;24;367;24;21;6;7;0.0;60;118;0;0;0;31;11;0.0;11.0;0.0;93;55.0;21.0;45.0;0.0;124;14;2;0;0;0;1160;3
55;7;2014;2014m07;24;3;Queimados;3304144;Baixada Fluminense;2;0;2;4;1;5;4;95;6;3;44;33;3;2;38;4;1;10;4;0;0.0;0;0;0.0;3;60;14;14;2;5;0.0;55;90;0;3;0;16;4;1.0;2.0;1.0;13;13.0;2.0;20.0;4.0;100;3;0;0;0;0;498;3
56;7;2014;2014m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense;15;0;0;15;1;16;3;88;9;1;25;136;4;7;147;61;4;14;0;0;0.0;0;2;0.0;11;239;9;6;4;8;0.0;55;82;0;3;0;23;34;4.0;30.0;1.0;33;62.0;21.0;52.0;0.0;89;4;0;0;0;0;848;3
57;7;2014;2014m07;20;3;Nilópolis;3303203;Baixada Fluminense;2;0;0;2;0;2;8;71;4;0;15;138;18;11;167;66;17;18;0;0;0.0;0;1;0.0;7;276;16;23;3;9;0.0;68;119;0;1;0;27;4;1.0;3.0;0.0;32;15.0;1.0;22.0;0.0;82;5;0;0;0;0;716;3
58;7;2014;2014m07;20;3;Nova Iguaçu;3303500;Baixada Fluminense;29;0;0;29;1;30;11;149;18;2;66;165;12;6;183;88;8;13;4;0;0.0;0;1;0.0;14;311;25;15;10;12;0.0;89;151;0;5;0;25;13;1.0;10.0;2.0;38;38.0;6.0;10.0;0.0;170;17;1;0;0;0;1168;3
59;7;2014;2014m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;16;0;1;17;2;19;12;157;19;3;118;338;17;16;371;131;19;19;0;0;0.0;1;4;0.0;33;578;61;118;21;23;0.0;193;416;0;3;0;83;18;4.0;12.0;2.0;103;50.0;15.0;23.0;0.0;154;19;1;0;0;0;1904;3
60;7;2014;2014m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;9;0;1;10;6;16;13;71;12;2;78;175;9;21;205;106;6;16;1;0;0.0;3;2;0.0;35;374;23;7;6;2;0.0;44;82;0;3;0;25;15;0.0;11.0;4.0;39;40.0;20.0;10.0;2.0;89;13;0;0;0;0;955;3
61;7;2014;2014m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;0;5;0;5;2;20;0;0;5;9;1;0;10;8;2;2;0;0;0.0;0;0;0.0;1;23;2;0;0;2;0.0;14;18;0;0;0;2;8;1.0;7.0;0.0;12;16.0;4.0;2.0;0.0;21;0;0;0;0;0;140;3
62;7;2014;2014m07;15;3;Duque de Caxias;3301702;Baixada Fluminense;13;0;0;13;1;14;4;59;1;0;13;93;2;8;103;31;7;15;0;0;0.0;0;1;0.0;3;160;7;9;1;2;0.0;27;46;0;1;0;14;20;0.0;18.0;2.0;43;36.0;11.0;4.0;0.0;58;3;0;0;0;0;472;3
63;7;2014;2014m07;24;3;Japeri;3302270;Baixada Fluminense;6;0;0;6;0;6;9;42;12;0;9;9;0;4;13;3;0;3;0;0;0.0;0;0;0.0;3;22;1;4;0;1;0.0;23;29;0;1;0;5;9;1.0;7.0;1.0;5;13.0;2.0;48.0;0.0;36;7;0;0;0;0;296;3
64;7;2014;2014m07;21;3;São João de Meriti;3305109;Baixada Fluminense;19;0;0;19;3;22;6;163;15;1;76;376;31;19;426;101;28;25;4;0;0.0;0;4;0.0;31;619;38;41;7;27;0.0;129;242;0;2;0;72;20;2.0;15.0;3.0;70;60.0;12.0;20.0;0.0;183;26;0;0;0;0;1740;3
65;7;2014;2014m07;34;3;Magé;3302502;Baixada Fluminense;5;0;0;5;0;5;5;62;8;1;16;14;1;0;15;5;0;2;1;0;0.0;0;3;0.0;2;28;8;5;4;1;0.0;39;57;0;0;0;11;13;3.0;7.0;3.0;9;16.0;6.0;11.0;1.0;44;2;0;0;0;0;292;3
66;7;2014;2014m07;34;3;Magé;3302502;Baixada Fluminense;1;0;0;1;0;1;1;77;9;1;32;38;2;2;42;15;1;4;2;0;0.0;0;0;0.0;3;67;4;12;5;4;0.0;43;68;0;1;0;10;4;1.0;2.0;1.0;12;15.0;8.0;22.0;0.0;75;5;0;0;0;0;427;3
67;7;2014;2014m07;34;3;Guapimirim;3301850;Baixada Fluminense;3;0;0;3;0;3;1;16;1;0;15;4;1;0;5;3;0;5;0;0;0.0;0;0;0.0;3;16;1;2;0;0;0.0;22;25;0;0;0;5;5;0.0;5.0;0.0;1;7.0;0.0;2.0;0.0;24;4;1;0;0;0;126;3
48;8;2014;2014m08;24;3;Seropédica;3305554;Baixada Fluminense;9;0;0;9;0;9;5;41;3;4;20;16;3;1;20;15;8;1;0;0;0.0;0;2;0.0;8;54;5;0;0;5;0.0;33;43;0;1;0;7;13;4.0;6.0;5.0;13;10.0;2.0;13.0;0.0;24;2;1;0;0;0;278;3
50;8;2014;2014m08;24;3;Itaguaí;3302007;Baixada Fluminense;5;0;0;5;1;6;12;38;6;4;50;24;2;4;30;20;0;8;0;0;0.0;0;4;0.0;5;67;10;8;6;8;0.0;57;89;0;3;0;19;12;2.0;10.0;0.0;32;52.0;12.0;21.0;0.0;48;5;0;0;0;0;465;3
51;8;2014;2014m08;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;1;0;1;0;31;3;1;14;6;0;0;6;3;2;1;1;0;0.0;0;0;0.0;2;15;3;0;1;3;0.0;7;14;0;0;0;4;6;5.0;1.0;0.0;3;4.0;2.0;5.0;0.0;19;1;0;0;0;0;136;3
52;8;2014;2014m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense;4;0;0;4;0;4;2;48;0;1;58;188;17;4;209;98;7;8;1;0;1.0;0;4;0.0;11;339;27;58;16;16;0.0;138;255;0;4;0;73;7;3.0;4.0;0.0;36;25.0;3.0;26.0;0.0;57;6;0;0;0;0;1012;3
53;8;2014;2014m08;20;3;Mesquita;3302858;Baixada Fluminense;4;0;1;5;0;5;1;69;2;0;26;139;12;5;156;54;3;7;1;0;0.0;0;1;0.0;11;233;23;17;8;8;0.0;55;111;0;1;0;20;13;2.0;9.0;3.0;33;25.0;6.0;9.0;2.0;70;5;0;0;0;0;669;3
54;8;2014;2014m08;39;3;Belford Roxo;3300456;Baixada Fluminense;22;0;0;22;7;29;18;151;15;1;57;164;12;5;181;60;11;6;1;0;0.0;0;1;0.0;8;268;20;16;5;6;0.0;67;114;0;2;0;26;14;0.0;12.0;3.0;64;49.0;7.0;57.0;0.0;158;10;1;0;0;0;1085;3
55;8;2014;2014m08;24;3;Queimados;3304144;Baixada Fluminense;4;0;0;4;0;4;4;114;2;0;36;49;3;3;55;12;3;11;6;0;0.0;0;1;0.0;9;97;10;14;1;2;0.0;56;83;0;4;0;16;5;2.0;2.0;1.0;8;14.0;5.0;5.0;0.0;110;6;1;1;0;0;513;3
56;8;2014;2014m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense;19;0;0;19;1;20;3;81;8;3;36;148;10;5;163;63;7;10;0;0;0.0;0;2;0.0;6;251;10;5;6;6;0.0;55;82;0;0;0;26;37;7.0;25.0;8.0;29;34.0;18.0;16.0;0.0;107;12;1;0;0;0;875;3
57;8;2014;2014m08;20;3;Nilópolis;3303203;Baixada Fluminense;6;0;1;7;0;7;8;57;3;1;25;159;21;4;184;71;8;17;4;0;0.0;1;2;0.0;8;295;12;25;4;20;0.0;73;134;0;1;0;34;3;1.0;1.0;1.0;32;10.0;4.0;3.0;1.0;59;7;0;0;0;0;768;3
58;8;2014;2014m08;20;3;Nova Iguaçu;3303500;Baixada Fluminense;17;0;1;18;1;19;3;136;26;1;79;198;23;5;226;96;2;12;4;0;0.0;0;1;0.0;9;350;20;8;2;9;0.0;52;91;0;4;0;32;11;3.0;5.0;3.0;28;35.0;2.0;10.0;0.0;163;19;1;0;0;0;1152;3
59;8;2014;2014m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;15;0;0;15;1;16;4;135;11;1;101;283;43;13;339;142;26;18;2;0;0.0;0;11;0.0;45;583;61;100;18;25;0.0;164;368;0;3;0;117;27;0.0;24.0;3.0;99;79.0;27.0;20.0;0.0;144;20;4;0;0;0;1880;3
60;8;2014;2014m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;7;0;1;8;2;10;7;103;9;4;43;133;20;8;161;82;12;14;3;0;0.0;0;0;0.0;22;294;26;7;7;10;0.0;66;116;0;1;0;20;9;0.0;6.0;3.0;56;19.0;3.0;5.0;1.0;99;7;1;0;0;0;919;3
61;8;2014;2014m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;0;5;0;5;0;22;2;0;5;12;1;0;13;15;0;5;1;0;0.0;0;0;0.0;4;38;4;0;0;1;0.0;17;22;0;0;0;3;4;0.0;4.0;0.0;20;21.0;3.0;7.0;0.0;17;3;0;0;0;0;179;3
62;8;2014;2014m08;15;3;Duque de Caxias;3301702;Baixada Fluminense;12;0;0;12;1;13;0;54;1;0;15;104;7;10;121;35;2;6;4;0;0.0;0;0;0.0;7;175;15;4;2;5;0.0;35;61;0;1;0;11;21;1.0;21.0;0.0;36;34.0;8.0;2.0;0.0;54;3;0;0;0;0;495;3
63;8;2014;2014m08;24;3;Japeri;3302270;Baixada Fluminense;5;0;0;5;0;5;13;75;5;0;8;6;2;0;8;1;2;1;2;0;0.0;0;0;0.0;1;15;0;2;3;4;0.0;18;27;0;1;0;6;5;0.0;3.0;2.0;5;8.0;0.0;41.0;1.0;61;4;0;0;0;0;302;3
64;8;2014;2014m08;21;3;São João de Meriti;3305109;Baixada Fluminense;18;0;1;19;3;22;10;169;12;3;85;274;14;11;299;118;21;28;2;0;0.0;0;8;0.0;31;507;43;35;14;15;0.0;120;227;0;3;0;67;28;3.0;23.0;3.0;83;74.0;26.0;31.0;1.0;195;23;0;0;0;0;1631;3
65;8;2014;2014m08;34;3;Magé;3302502;Baixada Fluminense;4;0;0;4;3;7;3;46;3;0;15;16;0;3;19;4;3;3;0;0;0.0;1;2;0.0;0;32;6;5;1;5;0.0;27;44;0;1;0;11;10;3.0;6.0;3.0;19;13.0;2.0;18.0;4.0;25;1;0;0;0;0;272;3
66;8;2014;2014m08;34;3;Magé;3302502;Baixada Fluminense;6;0;0;6;0;6;3;73;5;0;37;44;2;2;48;15;1;3;1;0;0.0;0;1;0.0;6;75;23;10;4;3;0.0;43;83;0;0;2;10;3;2.0;1.0;0.0;8;17.0;2.0;31.0;0.0;83;4;1;0;0;0;458;3
67;8;2014;2014m08;34;3;Guapimirim;3301850;Baixada Fluminense;5;0;0;5;0;5;3;32;2;1;17;10;0;0;10;3;1;2;1;0;0.0;0;0;0.0;0;17;3;0;0;0;0.0;18;21;0;0;0;1;12;5.0;7.0;0.0;1;8.0;2.0;2.0;0.0;21;1;0;0;0;0;146;3
48;9;2014;2014m09;24;3;Seropédica;3305554;Baixada Fluminense;1;0;0;1;0;1;15;36;7;1;6;17;5;0;22;17;6;1;0;0;0.0;0;2;0.0;6;54;5;2;3;3;0.0;21;34;0;0;0;3;12;4.0;7.0;1.0;9;7.0;2.0;10.0;0.0;35;1;0;0;0;0;257;3
50;9;2014;2014m09;24;3;Itaguaí;3302007;Baixada Fluminense;3;1;1;5;0;5;7;46;7;1;18;24;2;1;27;22;1;8;2;0;0.0;0;4;0.0;9;73;4;10;2;11;0.0;71;98;0;1;0;25;14;1.0;10.0;3.0;16;31.0;5.0;21.0;0.0;39;4;1;0;0;0;425;3
51;9;2014;2014m09;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;1;0;1;0;25;0;0;12;3;0;0;3;1;4;0;0;0;0.0;0;1;0.0;0;9;1;0;0;3;0.0;12;16;0;2;0;9;11;3.0;7.0;1.0;1;9.0;2.0;5.0;0.0;19;0;0;0;0;0;132;3
52;9;2014;2014m09;20;3;Nova Iguaçu;3303500;Baixada Fluminense;3;0;0;3;0;3;2;44;2;3;54;160;20;9;189;54;9;9;2;0;1.0;0;2;0.0;6;272;37;64;18;27;0.0;140;286;0;1;0;60;5;4.0;2.0;0.0;41;25.0;12.0;58.0;0.0;53;6;0;0;0;0;1023;3
53;9;2014;2014m09;20;3;Mesquita;3302858;Baixada Fluminense;7;0;1;8;0;8;4;80;8;0;38;129;10;14;153;48;4;5;0;0;0.0;0;2;0.0;6;218;17;45;5;13;0.0;51;131;0;0;0;23;17;3.0;11.0;4.0;19;21.0;10.0;19.0;0.0;70;5;0;0;0;0;706;3
54;9;2014;2014m09;39;3;Belford Roxo;3300456;Baixada Fluminense;16;0;0;16;13;29;25;159;15;2;54;220;7;4;231;82;28;2;0;0;0.0;0;6;0.0;13;362;27;30;5;12;0.0;64;138;0;2;0;27;22;3.0;19.0;1.0;59;49.0;13.0;55.0;0.0;151;10;2;0;0;0;1245;3
55;9;2014;2014m09;24;3;Queimados;3304144;Baixada Fluminense;8;0;0;8;0;8;4;95;9;2;48;39;3;4;46;10;3;5;1;0;0.0;0;1;0.0;2;68;6;10;3;2;0.0;63;84;0;0;0;28;4;1.0;3.0;0.0;9;10.0;1.0;18.0;0.0;97;8;0;0;0;0;486;3
56;9;2014;2014m09;20;3;Nova Iguaçu;3303500;Baixada Fluminense;9;0;1;10;1;11;2;117;11;0;39;123;9;10;142;69;5;7;1;0;0.0;0;1;0.0;14;239;5;9;8;9;0.0;65;96;0;2;0;28;40;2.0;33.0;5.0;30;67.0;21.0;21.0;0.0;137;14;1;0;0;0;911;3
57;9;2014;2014m09;20;3;Nilópolis;3303203;Baixada Fluminense;2;0;0;2;0;2;2;85;2;0;22;144;14;1;159;61;5;8;3;0;0.0;0;0;0.0;5;241;16;28;4;12;0.0;55;115;0;1;0;42;4;2.0;2.0;0.0;24;17.0;3.0;16.0;0.0;92;9;0;0;0;0;742;3
58;9;2014;2014m09;20;3;Nova Iguaçu;3303500;Baixada Fluminense;15;0;1;16;2;18;13;180;11;4;86;149;15;6;170;98;9;8;0;0;0.0;0;1;0.0;16;302;19;12;11;9;0.0;76;127;0;2;0;35;14;3.0;10.0;1.0;30;53.0;8.0;30.0;0.0;178;16;0;0;0;0;1259;3
59;9;2014;2014m09;15;3;Duque de Caxias;3301702;Baixada Fluminense;9;0;0;9;1;10;12;176;8;2;110;331;32;8;371;100;26;9;1;0;0.0;0;3;0.0;29;539;56;108;20;23;0.0;197;404;0;3;0;113;26;3.0;18.0;5.0;74;69.0;32.0;28.0;0.0;156;19;0;0;0;0;1886;3
60;9;2014;2014m09;15;3;Duque de Caxias;3301702;Baixada Fluminense;10;0;0;10;1;11;2;103;7;3;48;130;14;8;152;88;2;13;5;0;0.0;0;0;0.0;19;279;20;18;2;5;0.0;42;87;0;1;0;20;19;4.0;14.0;1.0;42;39.0;18.0;15.0;0.0;84;13;0;0;0;0;846;3
61;9;2014;2014m09;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;0;4;0;20;2;1;18;14;0;0;14;21;1;3;0;0;0.0;0;0;0.0;3;42;2;0;0;1;0.0;17;20;0;2;0;2;2;0.0;2.0;0.0;24;12.0;6.0;20.0;0.0;20;3;0;0;0;0;201;3
62;9;2014;2014m09;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;0;0;8;0;8;2;69;6;2;20;97;5;15;117;35;2;15;0;0;0.0;0;0;0.0;11;180;11;11;1;5;0.0;32;60;0;0;0;7;17;1.0;16.0;0.0;33;30.0;8.0;22.0;0.0;61;11;0;0;0;0;561;3
63;9;2014;2014m09;24;3;Japeri;3302270;Baixada Fluminense;5;0;0;5;0;5;11;65;3;1;7;13;3;0;16;2;3;0;0;0;0.0;0;0;0.0;0;21;2;5;0;3;0.0;19;29;0;0;0;9;19;2.0;12.0;6.0;3;11.0;8.0;49.0;1.0;37;7;2;0;0;0;320;3
64;9;2014;2014m09;21;3;São João de Meriti;3305109;Baixada Fluminense;17;0;0;17;4;21;16;191;18;2;86;281;25;12;318;110;20;17;1;0;0.0;0;4;0.0;31;501;24;31;9;21;0.0;138;223;0;3;0;63;31;6.0;24.0;2.0;72;40.0;26.0;27.0;0.0;208;29;0;0;0;0;1705;3
65;9;2014;2014m09;34;3;Magé;3302502;Baixada Fluminense;6;0;0;6;1;7;3;41;3;1;39;18;2;4;24;8;1;1;0;0;0.0;0;4;0.0;3;41;8;6;2;4;0.0;17;37;0;3;0;18;13;5.0;8.0;1.0;13;16.0;6.0;17.0;0.0;39;3;0;0;0;0;327;3
66;9;2014;2014m09;34;3;Magé;3302502;Baixada Fluminense;7;0;0;7;1;8;6;83;4;1;48;39;3;1;43;12;0;2;0;0;0.0;0;2;0.0;2;61;16;12;2;3;0.0;28;61;0;0;0;9;4;3.0;2.0;0.0;8;8.0;2.0;88.0;0.0;89;11;1;1;0;0;544;3
67;9;2014;2014m09;34;3;Guapimirim;3301850;Baixada Fluminense;1;0;0;1;0;1;0;33;2;0;27;8;0;0;8;3;0;0;0;0;0.0;0;0;0.0;1;12;2;3;0;2;0.0;21;28;0;0;0;4;3;1.0;1.0;1.0;4;4.0;0.0;7.0;0.0;36;3;0;0;0;0;195;3
48;10;2014;2014m10;24;3;Seropédica;3305554;Baixada Fluminense;12;0;0;12;0;12;2;38;2;0;15;19;1;1;21;7;1;2;3;0;0.0;0;0;0.0;7;41;1;1;1;2;0.0;19;24;0;0;0;10;8;0.0;6.0;2.0;6;21.0;5.0;16.0;0.0;38;4;0;0;0;0;257;3
50;10;2014;2014m10;24;3;Itaguaí;3302007;Baixada Fluminense;6;0;0;6;0;6;7;46;7;2;31;25;5;0;30;22;4;10;2;0;0.0;0;1;0.0;7;76;12;10;3;12;0.0;84;121;0;1;0;27;11;1.0;7.0;3.0;12;33.0;4.0;4.0;1.0;48;4;0;0;0;0;453;3
51;10;2014;2014m10;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;1;0;1;0;26;3;0;17;2;0;0;2;1;6;4;0;0;0.0;0;0;0.0;1;14;0;3;0;2;0.0;12;17;0;0;0;8;10;3.0;6.0;1.0;1;8.0;2.0;13.0;0.0;22;0;0;0;0;0;165;3
52;10;2014;2014m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;1;0;0;1;0;1;0;66;2;0;61;158;24;14;196;73;13;5;3;0;0.0;0;4;0.0;11;305;41;66;14;18;0.0;154;293;0;2;0;81;7;5.0;2.0;0.0;37;22.0;9.0;14.0;0.0;61;3;0;0;0;0;1038;3
53;10;2014;2014m10;20;3;Mesquita;3302858;Baixada Fluminense;2;0;0;2;0;2;1;81;4;1;33;115;11;14;140;42;2;1;1;0;0.0;0;1;0.0;8;195;17;12;8;8;0.0;54;99;0;1;0;24;8;1.0;7.0;0.0;30;8.0;5.0;5.0;0.0;85;2;0;0;0;0;647;3
54;10;2014;2014m10;39;3;Belford Roxo;3300456;Baixada Fluminense;20;0;0;20;4;24;15;161;13;1;43;238;12;6;256;87;28;6;0;0;0.0;1;3;0.0;21;402;23;19;4;7;0.0;76;129;0;1;0;38;21;1.0;21.0;0.0;92;71.0;15.0;40.0;0.0;123;11;0;0;0;0;1221;3
55;10;2014;2014m10;24;3;Queimados;3304144;Baixada Fluminense;14;0;0;14;0;14;2;108;7;2;54;57;2;5;64;13;2;9;0;0;0.0;0;1;0.0;9;98;3;7;4;3;0.0;48;65;0;4;0;18;7;4.0;2.0;1.0;5;9.0;2.0;25.0;0.0;112;5;0;0;0;0;567;3
56;10;2014;2014m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;14;1;0;15;0;15;11;118;11;2;37;140;8;9;157;67;1;15;2;0;0.0;0;1;0.0;8;251;9;12;6;3;0.0;54;84;0;0;0;21;44;2.0;38.0;6.0;18;59.0;20.0;22.0;0.0;147;19;0;0;0;0;921;3
57;10;2014;2014m10;20;3;Nilópolis;3303203;Baixada Fluminense;8;0;0;8;1;9;3;77;9;0;26;148;16;7;171;46;14;6;3;0;1.0;0;0;0.0;13;254;16;24;8;13;0.0;72;133;0;0;0;42;6;4.0;2.0;0.0;21;18.0;6.0;15.0;0.0;75;8;3;0;0;0;786;3
58;10;2014;2014m10;20;3;Nova Iguaçu;3303500;Baixada Fluminense;16;0;0;16;1;17;12;192;17;0;88;196;15;9;220;83;6;5;1;0;0.0;0;0;0.0;14;329;12;14;7;8;0.0;66;107;0;2;0;20;13;3.0;9.0;1.0;27;55.0;14.0;10.0;0.0;189;20;0;0;0;0;1245;3
59;10;2014;2014m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;7;0;0;7;0;7;12;182;14;2;105;295;21;10;326;103;33;8;0;0;0.0;0;1;0.0;43;514;68;111;28;18;0.0;189;414;0;1;0;118;28;4.0;20.0;4.0;76;70.0;27.0;26.0;0.0;198;20;0;0;0;0;1936;3
60;10;2014;2014m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;0;0;8;2;10;6;135;10;1;40;117;12;7;136;66;0;5;1;0;0.0;0;2;0.0;16;226;20;10;4;3;0.0;56;93;0;2;0;23;15;3.0;11.0;2.0;37;18.0;10.0;15.0;0.0;104;12;1;0;0;0;861;3
61;10;2014;2014m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;2;4;2;29;4;1;9;18;6;1;25;7;0;1;1;0;0.0;0;0;0.0;5;39;2;1;0;2;0.0;17;22;0;0;0;4;4;0.0;4.0;0.0;27;16.0;6.0;7.0;0.0;25;1;0;0;0;0;199;3
62;10;2014;2014m10;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;0;0;8;0;8;3;58;4;3;32;132;7;3;142;35;4;7;2;0;0.0;0;1;0.0;8;199;9;11;3;4;0.0;29;56;0;1;0;12;14;0.0;14.0;0.0;32;25.0;10.0;4.0;0.0;69;5;0;0;0;0;541;3
63;10;2014;2014m10;24;3;Japeri;3302270;Baixada Fluminense;7;0;0;7;0;7;12;45;6;0;14;8;0;2;10;2;1;1;1;1;0.0;0;0;0.0;2;18;1;3;2;2;0.0;19;27;0;0;0;11;10;1.0;7.0;2.0;3;11.0;7.0;93.0;0.0;57;2;0;0;0;0;361;3
64;10;2014;2014m10;21;3;São João de Meriti;3305109;Baixada Fluminense;9;0;0;9;2;11;11;207;9;1;79;342;28;16;386;136;36;25;1;0;0.0;0;5;0.0;27;616;36;34;7;24;0.0;141;242;0;1;0;80;29;4.0;21.0;4.0;60;57.0;22.0;18.0;0.0;234;21;1;0;0;0;1868;3
65;10;2014;2014m10;34;3;Magé;3302502;Baixada Fluminense;2;0;1;3;0;3;4;40;1;1;18;12;1;1;14;1;1;0;1;0;0.0;0;4;0.0;1;22;13;7;1;3;0.0;35;59;0;2;0;6;11;2.0;9.0;0.0;16;11.0;4.0;14.0;0.0;47;5;0;0;0;0;300;3
66;10;2014;2014m10;34;3;Magé;3302502;Baixada Fluminense;2;0;0;2;0;2;1;81;5;0;33;23;4;3;30;11;0;3;0;0;0.0;0;3;0.0;4;51;9;15;2;8;0.0;41;75;0;1;0;11;7;5.0;1.0;1.0;5;12.0;5.0;55.0;2.0;60;6;0;0;0;0;472;3
67;10;2014;2014m10;34;3;Guapimirim;3301850;Baixada Fluminense;2;0;0;2;0;2;0;31;0;2;20;2;0;0;2;4;1;1;1;0;0.0;0;1;0.0;0;10;3;3;0;2;0.0;22;30;0;0;0;6;14;4.0;11.0;0.0;2;13.0;7.0;4.0;0.0;18;3;0;0;0;0;184;3
48;11;2014;2014m11;24;3;Seropédica;3305554;Baixada Fluminense;11;0;0;11;1;12;2;37;2;4;14;14;5;0;19;11;4;3;0;0;0.0;0;2;0.0;3;42;2;0;1;4;0.0;23;30;0;0;0;5;9;5.0;3.0;1.0;1;15.0;1.0;9.0;0.0;37;7;0;0;0;0;218;3
50;11;2014;2014m11;24;3;Itaguaí;3302007;Baixada Fluminense;4;0;0;4;0;4;8;44;4;2;21;46;1;2;49;29;1;6;2;0;0.0;0;6;0.0;7;100;10;11;9;12;0.0;84;126;0;3;0;20;20;5.0;10.0;5.0;11;25.0;2.0;12.0;2.0;47;3;1;0;0;0;475;3
51;11;2014;2014m11;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;1;0;1;0;31;2;0;6;2;0;0;2;0;6;1;0;0;0.0;0;0;0.0;1;10;0;0;1;1;0.0;8;10;0;0;0;4;8;4.0;3.0;1.0;2;7.0;2.0;2.0;0.0;34;0;0;0;0;0;126;3
52;11;2014;2014m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7;0;0;7;0;7;2;52;4;0;39;131;19;13;163;65;10;5;1;0;0.0;0;3;0.0;8;255;35;60;14;15;0.0;138;262;0;3;0;69;7;5.0;2.0;0.0;27;16.0;2.0;16.0;0.0;74;6;0;0;0;0;961;3
53;11;2014;2014m11;20;3;Mesquita;3302858;Baixada Fluminense;5;0;0;5;2;7;3;72;22;0;25;109;13;8;130;36;6;5;3;0;0.0;0;0;0.0;3;183;13;12;9;1;0.0;48;83;0;3;0;25;17;0.0;16.0;2.0;15;21.0;11.0;6.0;0.0;77;7;0;0;0;0;607;3
54;11;2014;2014m11;39;3;Belford Roxo;3300456;Baixada Fluminense;13;0;0;13;12;25;17;161;17;1;56;188;10;8;206;74;15;6;2;0;0.0;0;3;0.0;22;328;15;22;4;4;0.0;67;112;0;1;0;31;22;3.0;16.0;3.0;61;33.0;26.0;32.0;3.0;124;6;1;1;0;0;1078;3
55;11;2014;2014m11;24;3;Queimados;3304144;Baixada Fluminense;6;0;0;6;0;6;4;85;3;0;29;73;2;9;84;6;2;5;1;0;0.0;0;1;0.0;1;100;10;13;1;6;0.0;58;88;0;0;0;17;15;7.0;6.0;4.0;4;9.0;5.0;58.0;0.0;118;6;1;0;0;0;586;3
56;11;2014;2014m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;21;0;0;21;2;23;11;115;8;2;31;120;22;5;147;61;6;14;0;0;0.0;0;2;0.0;13;243;7;9;5;9;0.0;48;78;0;1;0;17;28;5.0;20.0;4.0;25;44.0;17.0;19.0;1.0;128;15;2;0;0;0;862;3
57;11;2014;2014m11;20;3;Nilópolis;3303203;Baixada Fluminense;0;0;1;1;0;1;0;70;3;0;19;120;20;3;143;52;18;8;0;0;0.0;0;0;0.0;8;229;12;24;7;9;0.0;67;119;0;0;0;47;9;5.0;3.0;1.0;13;12.0;1.0;9.0;0.0;79;8;0;0;0;0;695;3
58;11;2014;2014m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;27;0;0;27;1;28;16;140;14;3;79;144;13;4;161;52;3;5;2;0;0.0;0;0;0.0;9;232;17;12;7;10;0.0;71;117;0;2;0;24;10;2.0;8.0;0.0;24;37.0;14.0;11.0;0.0;160;21;0;0;0;0;1031;3
