ID_Venda,ID_Cliente,ID_Produto,Data,Quantidade,Canal,Valor_Total,ID_CAMPANHA
7690,171,63,2023-02-27 00:00:00,3,Online,7480.89,19
7691,735,99,2022-07-12 00:00:00,2,Online,8554.96,8
7692,213,22,2024-05-23 00:00:00,1,Online,3024.57,9
7693,282,71,2022-03-12 00:00:00,4,Online,7356.52,2
7694,41,33,2022-07-06 00:00:00,2,Loja Física,6012.96,8
7695,122,44,2022-05-20 00:00:00,3,Online,9834.99,8
7696,227,7,2022-10-24 00:00:00,2,Online,7670.56,11
7697,294,91,2022-04-24 00:00:00,4,Loja Física,19478.28,2
7698,600,2,2023-10-15 00:00:00,2,Loja Física,6612.56,5
7699,267,17,2023-04-12 00:00:00,4,Online,15231.92,19
7700,541,65,2023-09-25 00:00:00,3,Online,2559.27,5
7701,759,58,2023-04-09 00:00:00,1,Online,3528.23,19
7702,828,30,2022-10-06 00:00:00,1,Loja Física,3282.59,11
7703,451,86,2023-12-19 00:00:00,3,Loja Física,12098.82,18
7704,449,92,2023-09-30 00:00:00,3,Online,7135.65,5
7705,756,97,2023-05-19 00:00:00,2,Online,9758.36,7
7706,61,26,2022-07-12 00:00:00,3,Online,8056.86,8
7707,502,35,2022-11-25 00:00:00,3,Loja Física,6985.05,11
7708,147,63,2022-01-20 00:00:00,4,Online,9974.52,12
7709,686,75,2022-06-05 00:00:00,2,Online,1028.74,8
7710,945,71,2022-02-20 00:00:00,4,Online,7356.52,12
7711,790,28,2024-09-19 00:00:00,2,Online,9957.18,20
7712,334,25,2023-07-02 00:00:00,2,Online,3550.68,14
7713,881,61,2022-01-23 00:00:00,1,Online,4808.51,12
7714,953,31,2022-07-10 00:00:00,1,Online,4041.63,8
7715,891,54,2024-09-22 00:00:00,3,Loja Física,2795.01,20
7716,142,67,2022-04-15 00:00:00,2,Loja Física,2914.72,2
7717,44,97,2022-10-16 00:00:00,3,Loja Física,14637.54,11
7718,144,51,2022-10-03 00:00:00,4,Loja Física,9321.36,11
7719,865,58,2022-05-09 00:00:00,3,Loja Física,10584.69,2
7720,333,34,2024-01-03 00:00:00,4,Online,1445.64,18
7721,998,59,2023-03-25 00:00:00,1,Loja Física,4206.96,19
7722,497,21,2024-01-15 00:00:00,1,Online,1221.49,18
7723,396,56,2022-01-09 00:00:00,4,Loja Física,15670.4,12
7724,55,37,2022-08-27 00:00:00,4,Online,13679.6,17
7725,307,64,2022-04-03 00:00:00,4,Loja Física,8277,2
7726,870,19,2022-06-04 00:00:00,3,Loja Física,10698.75,8
7727,423,85,2022-01-16 00:00:00,4,Online,6015.8,12
7728,417,78,2023-05-21 00:00:00,2,Loja Física,8852.56,7
7729,673,74,2022-08-11 00:00:00,4,Online,8697.36,17
7730,797,53,2022-12-17 00:00:00,1,Online,4203.1,3
7731,325,71,2023-03-07 00:00:00,4,Loja Física,7356.52,19
7732,710,93,2022-11-16 00:00:00,1,Loja Física,4252.2,11
7733,671,63,2024-03-15 00:00:00,1,Loja Física,2493.63,16
7734,80,62,2024-03-29 00:00:00,3,Online,8178.24,9
7735,31,72,2023-05-26 00:00:00,4,Loja Física,1419,7
7736,985,77,2023-01-16 00:00:00,1,Online,4416.77,3
7737,112,19,2023-04-20 00:00:00,2,Loja Física,7132.5,19
7738,558,75,2023-12-15 00:00:00,4,Loja Física,2057.48,18
7739,865,2,2024-03-21 00:00:00,4,Online,13225.12,16
7740,717,6,2022-02-02 00:00:00,1,Loja Física,3156.34,12
7741,564,29,2022-12-05 00:00:00,3,Loja Física,14722.44,11
7742,650,41,2022-03-24 00:00:00,3,Online,7655.28,2
7743,472,51,2024-05-13 00:00:00,4,Loja Física,9321.36,9
7744,74,5,2024-02-08 00:00:00,4,Online,15381.32,16
7745,553,41,2024-09-01 00:00:00,3,Loja Física,7655.28,20
7746,479,62,2022-05-30 00:00:00,3,Loja Física,8178.24,8
7747,589,30,2022-02-27 00:00:00,2,Loja Física,6565.18,12
7748,387,62,2022-09-30 00:00:00,4,Loja Física,10904.32,11
7749,699,27,2024-03-05 00:00:00,4,Online,4548.08,16
7750,882,50,2023-02-06 00:00:00,4,Online,14220.72,3
7751,564,82,2022-03-15 00:00:00,3,Loja Física,13325.58,2
7752,930,52,2023-07-11 00:00:00,1,Online,3372.03,14
7753,433,49,2023-04-27 00:00:00,2,Loja Física,1957.68,7
7754,412,62,2022-07-05 00:00:00,3,Online,8178.24,8
7755,467,60,2022-07-16 00:00:00,3,Loja Física,12101.31,8
7756,599,80,2024-07-06 00:00:00,2,Online,2270.08,4
7757,621,54,2024-05-11 00:00:00,4,Online,3726.68,9
7758,992,5,2022-09-14 00:00:00,1,Online,3845.33,17
7759,909,9,2024-04-16 00:00:00,2,Online,8403.78,9
7760,737,34,2023-01-26 00:00:00,1,Loja Física,361.41,3
7761,994,98,2024-04-28 00:00:00,4,Online,16412.68,9
7762,993,36,2022-01-13 00:00:00,1,Online,3406.45,12
7763,248,95,2022-05-05 00:00:00,4,Online,6971.48,2
7764,581,20,2024-09-24 00:00:00,3,Online,6021.69,20
7765,120,81,2024-02-26 00:00:00,4,Online,17314.72,16
7766,67,84,2024-01-02 00:00:00,2,Online,7426.78,18
7767,573,92,2022-09-12 00:00:00,2,Online,4757.1,17
7768,956,85,2023-01-30 00:00:00,4,Loja Física,6015.8,3
7769,327,83,2024-02-29 00:00:00,4,Loja Física,4254.4,16
7770,920,63,2024-09-25 00:00:00,3,Loja Física,7480.89,20
7771,703,67,2023-03-30 00:00:00,3,Online,4372.08,19
7772,470,30,2022-09-11 00:00:00,4,Online,13130.36,17
7773,493,69,2024-01-26 00:00:00,1,Loja Física,2957.63,16
7774,701,70,2022-02-04 00:00:00,3,Loja Física,9014.76,12
7775,663,3,2022-07-23 00:00:00,2,Loja Física,2473.78,8
7776,286,49,2023-04-17 00:00:00,3,Online,2936.52,19
7777,956,42,2024-01-23 00:00:00,3,Loja Física,10455.99,16
7778,914,24,2024-02-29 00:00:00,3,Loja Física,13958.34,16
7779,608,44,2022-04-07 00:00:00,3,Online,9834.99,2
7780,312,1,2023-06-18 00:00:00,4,Loja Física,6530.44,7
7781,309,54,2023-11-13 00:00:00,3,Loja Física,2795.01,18
7782,775,52,2022-08-02 00:00:00,1,Online,3372.03,17
7783,97,36,2023-04-30 00:00:00,3,Online,10219.35,7
7784,965,79,2023-02-03 00:00:00,3,Loja Física,9987.96,3
7785,113,38,2023-11-29 00:00:00,2,Loja Física,3856.6,18
7786,988,44,2024-09-11 00:00:00,3,Loja Física,9834.99,20
7787,637,82,2022-11-16 00:00:00,2,Loja Física,8883.72,11
7788,456,87,2024-08-16 00:00:00,2,Online,9972.94,20
7789,463,47,2022-11-27 00:00:00,4,Online,12864.44,11
7790,948,29,2022-06-12 00:00:00,2,Online,9814.96,8
7791,132,51,2023-10-07 00:00:00,2,Online,4660.68,5
7792,930,41,2024-01-16 00:00:00,1,Online,2551.76,18
7793,965,86,2022-02-13 00:00:00,1,Online,4032.94,12
7794,929,64,2024-02-02 00:00:00,2,Loja Física,4138.5,16
7795,121,88,2024-08-17 00:00:00,4,Loja Física,988.52,20
7796,197,48,2023-07-17 00:00:00,1,Loja Física,3036.58,14
7797,806,77,2023-06-18 00:00:00,1,Online,4416.77,7
7798,482,97,2022-05-06 00:00:00,4,Loja Física,19516.72,2
7799,634,22,2022-09-17 00:00:00,3,Online,9073.71,17
7800,794,99,2023-05-08 00:00:00,1,Online,4277.48,7
7801,897,17,2023-10-16 00:00:00,2,Online,7615.96,5
7802,772,86,2022-11-02 00:00:00,2,Online,8065.88,11
7803,39,5,2022-07-23 00:00:00,2,Online,7690.66,8
7804,566,61,2023-01-05 00:00:00,4,Loja Física,19234.04,3
7805,512,89,2024-06-27 00:00:00,2,Online,8994.18,4
7806,474,6,2022-02-23 00:00:00,3,Loja Física,9469.02,12
7807,161,53,2024-06-03 00:00:00,4,Online,16812.4,4
7808,289,81,2023-11-14 00:00:00,1,Loja Física,4328.68,18
7809,200,95,2022-08-12 00:00:00,4,Loja Física,6971.48,17
7810,788,17,2024-09-23 00:00:00,2,Loja Física,7615.96,20
7811,528,59,2022-04-26 00:00:00,4,Loja Física,16827.84,2
7812,917,97,2022-08-30 00:00:00,4,Loja Física,19516.72,17
7813,685,39,2023-10-11 00:00:00,4,Online,18857.16,5
7814,503,54,2023-03-21 00:00:00,4,Loja Física,3726.68,19
7815,248,48,2022-11-29 00:00:00,3,Online,9109.74,11
7816,383,37,2022-01-16 00:00:00,4,Loja Física,13679.6,12
7817,218,48,2022-06-21 00:00:00,2,Online,6073.16,8
7818,87,68,2024-03-24 00:00:00,1,Online,4614.41,16
7819,82,78,2022-10-10 00:00:00,3,Online,13278.84,11
7820,62,77,2023-08-22 00:00:00,4,Loja Física,17667.08,14
7821,799,27,2022-05-03 00:00:00,1,Online,1137.02,2
7822,500,88,2023-02-10 00:00:00,3,Loja Física,741.39,3
7823,42,27,2024-03-19 00:00:00,2,Online,2274.04,16
7824,12,72,2022-09-06 00:00:00,2,Loja Física,709.5,17
7825,833,63,2022-01-10 00:00:00,1,Online,2493.63,12
7826,746,52,2024-09-19 00:00:00,4,Loja Física,13488.12,20
7827,841,47,2022-02-13 00:00:00,1,Online,3216.11,12
7828,643,21,2023-08-19 00:00:00,3,Online,3664.47,14
7829,115,57,2024-03-13 00:00:00,1,Online,3087.52,16
7830,218,75,2023-12-09 00:00:00,1,Loja Física,514.37,18
7831,649,95,2023-05-02 00:00:00,4,Online,6971.48,7
7832,106,91,2023-12-06 00:00:00,2,Online,9739.14,18
7833,691,42,2023-09-03 00:00:00,4,Online,13941.32,14
7834,528,48,2022-06-08 00:00:00,2,Online,6073.16,8
7835,472,27,2023-01-16 00:00:00,4,Loja Física,4548.08,3
7836,754,72,2024-02-29 00:00:00,2,Loja Física,709.5,16
7837,846,33,2022-04-02 00:00:00,4,Loja Física,12025.92,2
7838,893,76,2022-09-12 00:00:00,2,Online,6147.1,17
7839,387,35,2022-06-11 00:00:00,2,Loja Física,4656.7,8
7840,226,98,2023-05-27 00:00:00,2,Online,8206.34,7
7841,481,16,2022-04-04 00:00:00,2,Online,9908.66,2
7842,754,36,2023-12-04 00:00:00,4,Online,13625.8,18
7843,408,66,2023-09-26 00:00:00,3,Loja Física,8717.34,5
7844,457,76,2022-12-13 00:00:00,2,Online,6147.1,3
7845,653,91,2024-08-11 00:00:00,2,Loja Física,9739.14,20
7846,898,56,2024-09-19 00:00:00,2,Online,7835.2,20
7847,711,17,2024-02-17 00:00:00,2,Loja Física,7615.96,16
7848,624,20,2023-10-03 00:00:00,2,Loja Física,4014.46,5
7849,639,85,2022-03-03 00:00:00,1,Loja Física,1503.95,12
7850,21,94,2022-03-03 00:00:00,1,Online,405.73,12
7851,659,84,2022-12-31 00:00:00,2,Loja Física,7426.78,3
7852,601,8,2023-10-23 00:00:00,2,Loja Física,581.6,5
7853,815,18,2022-06-07 00:00:00,2,Online,4534.48,8
7854,918,18,2023-12-20 00:00:00,3,Loja Física,6801.72,18
7855,203,18,2023-07-04 00:00:00,4,Loja Física,9068.96,14
7856,417,2,2024-03-21 00:00:00,2,Loja Física,6612.56,16
7857,416,76,2022-04-20 00:00:00,3,Online,9220.65,2
7858,448,96,2022-05-09 00:00:00,3,Loja Física,1285.14,2
7859,512,72,2023-05-15 00:00:00,2,Loja Física,709.5,7
7860,85,51,2022-08-27 00:00:00,4,Loja Física,9321.36,17
7861,167,10,2022-11-21 00:00:00,1,Online,3135.68,11
7862,384,75,2023-07-26 00:00:00,2,Loja Física,1028.74,14
7863,468,14,2024-03-18 00:00:00,2,Loja Física,5951.98,16
7864,72,26,2023-10-23 00:00:00,1,Online,2685.62,5
7865,810,47,2024-02-14 00:00:00,4,Loja Física,12864.44,16
7866,997,30,2022-12-22 00:00:00,1,Loja Física,3282.59,3
7867,521,56,2024-04-04 00:00:00,2,Loja Física,7835.2,9
7868,793,42,2024-07-02 00:00:00,2,Online,6970.66,4
7869,473,4,2023-03-26 00:00:00,3,Loja Física,511.41,19
7870,993,11,2024-01-21 00:00:00,1,Online,2860.64,16
7871,258,24,2022-07-17 00:00:00,3,Loja Física,13958.34,8
7872,275,86,2022-01-22 00:00:00,3,Loja Física,12098.82,12
7873,750,67,2023-12-07 00:00:00,3,Online,4372.08,18
7874,20,37,2023-01-22 00:00:00,3,Loja Física,10259.7,3
7875,490,2,2023-01-02 00:00:00,1,Loja Física,3306.28,3
7876,745,12,2024-01-12 00:00:00,1,Online,3160.61,18
7877,490,21,2022-05-18 00:00:00,1,Online,1221.49,8
7878,733,69,2022-09-14 00:00:00,2,Online,5915.26,17
7879,326,71,2024-07-09 00:00:00,4,Loja Física,7356.52,4
7880,529,64,2022-02-10 00:00:00,3,Online,6207.75,12
7881,892,68,2023-05-12 00:00:00,2,Loja Física,9228.82,7
7882,89,43,2023-12-25 00:00:00,1,Online,3515.97,18
7883,486,54,2023-03-25 00:00:00,1,Online,931.67,19
7884,708,62,2023-07-27 00:00:00,2,Online,5452.16,14
7885,350,86,2022-10-29 00:00:00,3,Loja Física,12098.82,11
7886,84,93,2023-07-10 00:00:00,1,Loja Física,4252.2,14
7887,387,73,2023-12-15 00:00:00,3,Loja Física,766.62,18
7888,87,90,2023-05-17 00:00:00,3,Online,9452.67,7
7889,307,12,2022-07-14 00:00:00,4,Loja Física,12642.44,8
7890,850,1,2023-08-04 00:00:00,1,Loja Física,16326.099999999999,14
7891,154,72,2022-07-11 00:00:00,2,Online,709.5,8
7892,440,33,2023-07-11 00:00:00,4,Loja Física,12025.92,14
7893,740,64,2022-12-23 00:00:00,3,Online,6207.75,3
7894,960,68,2022-11-28 00:00:00,2,Online,9228.82,11
7895,264,14,2024-01-20 00:00:00,4,Loja Física,11903.96,16
7896,977,93,2023-04-25 00:00:00,4,Online,17008.8,7
7897,735,14,2022-10-09 00:00:00,4,Loja Física,11903.96,11
7898,421,9,2024-06-07 00:00:00,3,Online,12605.67,4
7899,493,73,2024-05-01 00:00:00,3,Loja Física,766.62,9
7900,633,26,2023-09-06 00:00:00,1,Loja Física,2685.62,5
7901,993,49,2024-07-25 00:00:00,4,Loja Física,3915.36,4
7902,411,17,2024-05-31 00:00:00,2,Online,7615.96,9
7903,173,68,2023-07-22 00:00:00,3,Loja Física,13843.23,14
7904,4,60,2022-06-14 00:00:00,4,Online,16135.08,8
7905,854,3,2022-03-12 00:00:00,2,Loja Física,2473.78,2
7906,640,93,2023-06-28 00:00:00,3,Loja Física,12756.6,7
7907,986,25,2022-06-08 00:00:00,2,Online,3550.68,8
7908,992,21,2023-04-06 00:00:00,2,Loja Física,2442.98,19
7909,472,12,2022-10-30 00:00:00,1,Loja Física,3160.61,11
7910,110,54,2024-04-19 00:00:00,3,Online,2795.01,9
7911,867,1,2022-09-27 00:00:00,3,Loja Física,4897.83,17
7912,37,1,2023-07-09 00:00:00,3,Loja Física,4897.83,14
7913,992,45,2023-01-11 00:00:00,3,Online,4346.73,3
7914,583,46,2023-04-10 00:00:00,1,Loja Física,865.41,19
7915,801,48,2022-01-01 00:00:00,1,Loja Física,3036.58,12
7916,31,7,2024-03-05 00:00:00,4,Online,15341.12,16
7917,951,10,2023-10-16 00:00:00,3,Online,9407.04,5
7918,381,15,2023-06-03 00:00:00,2,Loja Física,5893.32,7
7919,268,40,2023-01-24 00:00:00,1,Online,920.05,3
7920,11,11,2024-01-22 00:00:00,2,Loja Física,5721.28,16
7921,344,56,2022-07-09 00:00:00,2,Online,7835.2,8
7922,840,46,2024-06-23 00:00:00,2,Loja Física,1730.82,4
7923,544,45,2022-01-20 00:00:00,4,Online,5795.64,12
7924,569,87,2023-09-27 00:00:00,4,Loja Física,19945.88,5
7925,166,13,2024-05-27 00:00:00,3,Loja Física,13007.16,9
7926,700,27,2023-01-08 00:00:00,1,Loja Física,1137.02,3
7927,342,81,2024-03-05 00:00:00,3,Online,12986.04,16
7928,482,50,2023-09-28 00:00:00,4,Online,14220.72,5
7929,19,61,2022-09-02 00:00:00,4,Loja Física,19234.04,17
7930,628,13,2022-11-25 00:00:00,2,Online,8671.44,11
7931,980,12,2024-01-09 00:00:00,3,Online,9481.83,18
7932,184,29,2022-03-06 00:00:00,2,Online,9814.96,12
7933,782,85,2023-11-06 00:00:00,4,Online,6015.8,5
7934,545,84,2024-09-17 00:00:00,3,Online,11140.17,20
7935,10,20,2023-07-06 00:00:00,3,Online,6021.69,14
7936,592,31,2024-04-18 00:00:00,1,Loja Física,4041.63,9
7937,192,8,2023-02-01 00:00:00,4,Loja Física,1163.2,3
7938,320,24,2022-07-14 00:00:00,4,Online,18611.12,8
7939,702,75,2023-06-21 00:00:00,1,Online,514.37,7
7940,580,39,2023-12-01 00:00:00,4,Online,18857.16,18
7941,475,33,2023-05-25 00:00:00,2,Loja Física,6012.96,7
7942,860,42,2024-02-24 00:00:00,2,Loja Física,6970.66,16
7943,637,15,2023-07-19 00:00:00,2,Online,5893.32,14
7944,427,68,2022-06-07 00:00:00,3,Loja Física,13843.23,8
7945,848,65,2023-09-20 00:00:00,2,Loja Física,1706.18,5
7946,59,32,2022-10-17 00:00:00,4,Loja Física,14415.96,11
7947,436,11,2022-11-27 00:00:00,1,Loja Física,2860.64,11
7948,97,94,2023-02-24 00:00:00,2,Loja Física,811.46,19
7949,496,37,2023-10-19 00:00:00,2,Loja Física,6839.8,5
7950,787,19,2022-11-26 00:00:00,3,Online,10698.75,11
7951,661,51,2022-04-24 00:00:00,4,Loja Física,9321.36,2
7952,278,34,2022-04-09 00:00:00,1,Online,361.41,2
7953,265,71,2023-06-20 00:00:00,4,Online,7356.52,7
7954,9,60,2023-11-06 00:00:00,2,Loja Física,8067.54,5
7955,457,84,2022-03-10 00:00:00,4,Loja Física,14853.56,2
7956,795,53,2022-02-14 00:00:00,1,Online,4203.1,12
7957,273,12,2024-05-05 00:00:00,2,Loja Física,6321.22,9
7958,940,62,2024-08-18 00:00:00,4,Online,10904.32,20
7959,813,96,2022-05-13 00:00:00,1,Online,428.38,2
7960,8,66,2022-07-02 00:00:00,2,Loja Física,5811.56,8
7961,208,86,2024-06-13 00:00:00,2,Loja Física,8065.88,4
7962,914,48,2022-02-02 00:00:00,4,Loja Física,12146.32,12
7963,637,40,2022-07-26 00:00:00,3,Online,2760.15,17
7964,123,24,2022-04-20 00:00:00,3,Online,13958.34,2
7965,33,50,2023-05-13 00:00:00,1,Loja Física,3555.18,7
7966,513,95,2022-07-16 00:00:00,4,Loja Física,6971.48,8
7967,204,68,2022-04-12 00:00:00,1,Loja Física,4614.41,2
7968,518,88,2022-02-02 00:00:00,4,Loja Física,988.52,12
7969,809,43,2023-08-08 00:00:00,1,Online,3515.97,14
7970,951,17,2023-10-20 00:00:00,1,Loja Física,3807.98,5
7971,517,83,2024-05-06 00:00:00,4,Online,4254.4,9
7972,443,55,2023-02-02 00:00:00,3,Loja Física,581.43,3
7973,592,34,2023-11-05 00:00:00,1,Online,361.41,5
7974,786,97,2023-05-17 00:00:00,4,Online,19516.72,7
7975,689,70,2023-06-23 00:00:00,4,Online,12019.68,7
7976,850,60,2023-10-01 00:00:00,4,Loja Física,16135.08,5
7977,833,51,2023-12-20 00:00:00,2,Loja Física,4660.68,18
7978,339,77,2023-08-28 00:00:00,4,Loja Física,17667.08,14
7979,438,73,2022-09-20 00:00:00,4,Online,1022.16,17
7980,445,35,2022-02-20 00:00:00,2,Loja Física,4656.7,12
7981,136,34,2023-01-11 00:00:00,2,Loja Física,722.82,3
7982,387,16,2022-08-15 00:00:00,3,Loja Física,14862.99,17
7983,25,82,2023-09-13 00:00:00,4,Online,17767.44,5
7984,506,18,2024-01-06 00:00:00,1,Loja Física,2267.24,18
7985,325,38,2022-03-14 00:00:00,2,Online,3856.6,2
7986,695,43,2022-01-14 00:00:00,2,Online,7031.94,12
7987,680,32,2024-08-10 00:00:00,3,Loja Física,10811.97,20
7988,979,7,2024-08-01 00:00:00,3,Loja Física,11505.84,4
7989,338,87,2022-08-02 00:00:00,3,Online,14959.41,17
7990,690,87,2023-11-03 00:00:00,4,Loja Física,19945.88,5
7991,885,46,2023-05-19 00:00:00,4,Online,3461.64,7
7992,95,61,2024-08-08 00:00:00,4,Online,19234.04,4
7993,545,18,2024-06-30 00:00:00,2,Online,4534.48,4
7994,623,71,2024-05-02 00:00:00,3,Loja Física,5517.39,9
7995,146,40,2022-03-23 00:00:00,2,Online,1840.1,2
7996,893,88,2023-04-25 00:00:00,1,Online,247.13,7
7997,953,78,2024-03-31 00:00:00,4,Loja Física,17705.12,9
7998,231,50,2023-10-17 00:00:00,2,Online,7110.36,5
7999,784,5,2022-03-04 00:00:00,1,Online,3845.33,12
8000,848,54,2023-01-05 00:00:00,2,Loja Física,1863.34,3
8001,495,86,2023-07-26 00:00:00,1,Online,4032.94,14
8002,38,58,2024-02-01 00:00:00,2,Loja Física,7056.46,16
8003,425,22,2024-08-18 00:00:00,2,Loja Física,6049.14,20
8004,647,74,2024-06-30 00:00:00,4,Online,8697.36,4
8005,846,90,2023-03-02 00:00:00,2,Loja Física,6301.78,19
8006,747,79,2024-04-21 00:00:00,2,Online,6658.64,9
8007,437,38,2023-01-13 00:00:00,3,Loja Física,5784.9,3
8008,831,49,2024-03-24 00:00:00,2,Online,1957.68,16
8009,368,1,2023-12-27 00:00:00,4,Loja Física,6530.44,18
8010,345,78,2022-03-01 00:00:00,2,Online,8852.56,12
8011,160,36,2024-04-23 00:00:00,4,Online,13625.8,9
8012,550,95,2023-09-24 00:00:00,3,Loja Física,5228.61,5
8013,662,28,2022-09-30 00:00:00,4,Online,19914.36,11
8014,912,98,2023-06-26 00:00:00,3,Online,12309.51,7
8015,820,35,2022-02-11 00:00:00,3,Loja Física,6985.05,12
8016,541,60,2024-01-22 00:00:00,3,Loja Física,12101.31,16
8017,144,62,2022-03-14 00:00:00,3,Loja Física,8178.24,2
8018,588,87,2024-05-04 00:00:00,3,Online,14959.41,9
8019,657,46,2022-11-08 00:00:00,4,Online,3461.64,11
8020,741,83,2022-03-21 00:00:00,3,Online,3190.8,2
8021,576,82,2024-08-25 00:00:00,3,Loja Física,13325.58,20
8022,859,79,2022-08-10 00:00:00,3,Online,9987.96,17
8023,345,61,2024-09-10 00:00:00,3,Online,14425.53,20
8024,269,65,2023-06-16 00:00:00,3,Online,2559.27,7
8025,840,89,2022-04-10 00:00:00,1,Loja Física,4497.09,2
8026,696,26,2022-04-14 00:00:00,2,Loja Física,5371.24,2
8027,773,35,2024-01-13 00:00:00,2,Online,4656.7,18
8028,268,57,2022-08-25 00:00:00,3,Loja Física,9262.56,17
8029,169,79,2023-06-29 00:00:00,3,Loja Física,9987.96,14
8030,771,63,2023-01-30 00:00:00,1,Online,2493.63,3
8031,739,4,2022-07-14 00:00:00,3,Loja Física,511.41,8
8032,33,79,2022-07-17 00:00:00,1,Loja Física,3329.32,8
8033,377,42,2023-06-23 00:00:00,2,Loja Física,6970.66,7
8034,214,45,2023-11-04 00:00:00,4,Online,5795.64,5
8035,562,39,2022-09-12 00:00:00,2,Loja Física,9428.58,17
8036,440,65,2023-08-07 00:00:00,4,Loja Física,3412.36,14
8037,492,22,2023-10-03 00:00:00,4,Online,12098.28,5
8038,393,11,2024-08-28 00:00:00,4,Online,11442.56,20
8039,489,37,2022-07-03 00:00:00,3,Online,10259.7,8
8040,722,90,2023-07-26 00:00:00,1,Online,3150.89,14
8041,946,51,2024-02-07 00:00:00,4,Online,9321.36,16
8042,29,91,2023-07-26 00:00:00,1,Loja Física,4869.57,14
8043,39,58,2023-03-02 00:00:00,2,Online,7056.46,19
8044,859,77,2024-02-04 00:00:00,4,Loja Física,17667.08,16
8045,612,7,2022-04-19 00:00:00,2,Online,7670.56,2
8046,173,8,2024-02-24 00:00:00,1,Loja Física,290.8,16
8047,17,51,2023-10-16 00:00:00,1,Online,2330.34,5
8048,56,23,2023-08-14 00:00:00,2,Loja Física,9296.18,14
8049,226,90,2023-01-02 00:00:00,1,Online,3150.89,3
8050,558,91,2023-11-22 00:00:00,2,Loja Física,9739.14,18
8051,67,9,2023-04-15 00:00:00,1,Loja Física,4201.89,19
8052,197,46,2023-12-21 00:00:00,3,Online,2596.23,18
8053,654,38,2023-11-13 00:00:00,2,Loja Física,3856.6,18
8054,835,13,2023-03-14 00:00:00,4,Loja Física,17342.88,19
8055,23,7,2024-06-23 00:00:00,4,Online,15341.12,4
8056,999,11,2022-04-17 00:00:00,4,Loja Física,11442.56,2
8057,606,74,2022-06-20 00:00:00,1,Loja Física,2174.34,8
8058,754,97,2024-03-22 00:00:00,2,Online,9758.36,16
8059,237,50,2022-07-04 00:00:00,1,Loja Física,3555.18,8
8060,957,67,2023-07-18 00:00:00,4,Online,5829.44,14
8061,919,41,2023-02-16 00:00:00,3,Loja Física,7655.28,19
8062,923,29,2023-06-01 00:00:00,4,Loja Física,19629.92,7
8063,566,37,2022-12-12 00:00:00,4,Loja Física,13679.6,3
8064,138,56,2023-11-05 00:00:00,4,Loja Física,15670.4,5
8065,473,80,2022-06-11 00:00:00,3,Online,3405.12,8
8066,845,16,2023-07-01 00:00:00,3,Online,14862.99,14
8067,784,44,2023-09-07 00:00:00,2,Loja Física,6556.66,5
8068,553,50,2023-03-30 00:00:00,3,Loja Física,10665.54,19
8069,610,71,2024-08-13 00:00:00,2,Online,3678.26,20
8070,695,79,2022-12-27 00:00:00,3,Online,9987.96,3
8071,640,6,2024-07-13 00:00:00,2,Online,6312.68,4
8072,229,18,2022-11-19 00:00:00,4,Loja Física,9068.96,11
8073,317,19,2023-07-18 00:00:00,3,Loja Física,10698.75,14
8074,598,51,2022-11-29 00:00:00,1,Loja Física,2330.34,11
8075,768,66,2024-05-15 00:00:00,1,Online,2905.78,9
8076,721,3,2023-01-16 00:00:00,2,Loja Física,2473.78,3
8077,727,89,2023-02-27 00:00:00,3,Online,13491.27,19
8078,886,54,2024-02-22 00:00:00,3,Online,2795.01,16
8079,612,49,2023-10-11 00:00:00,1,Loja Física,978.84,5
8080,561,28,2023-03-17 00:00:00,3,Online,14935.77,19
8081,201,38,2024-04-25 00:00:00,3,Loja Física,5784.9,9
8082,948,28,2024-01-14 00:00:00,2,Online,9957.18,18
8083,258,32,2022-11-28 00:00:00,4,Loja Física,14415.96,11
8084,480,41,2023-09-16 00:00:00,1,Loja Física,2551.76,5
8085,888,36,2022-09-04 00:00:00,4,Online,13625.8,17
8086,178,36,2023-07-31 00:00:00,3,Online,10219.35,14
8087,757,87,2023-07-13 00:00:00,3,Loja Física,14959.41,14
8088,123,66,2022-08-08 00:00:00,2,Loja Física,5811.56,17
8089,342,10,2023-01-20 00:00:00,4,Online,12542.72,3
8090,171,70,2024-02-24 00:00:00,4,Loja Física,12019.68,16
8091,845,72,2023-07-18 00:00:00,2,Loja Física,709.5,14
8092,648,79,2024-08-06 00:00:00,4,Online,13317.28,4
8093,59,93,2024-02-02 00:00:00,2,Online,8504.4,16
8094,705,63,2022-09-18 00:00:00,2,Online,4987.26,17
8095,465,92,2023-01-04 00:00:00,3,Loja Física,7135.65,3
8096,780,22,2024-09-11 00:00:00,3,Loja Física,9073.71,20
8097,260,98,2023-04-09 00:00:00,3,Online,12309.51,19
8098,373,20,2023-04-04 00:00:00,2,Online,4014.46,19
8099,973,33,2024-09-09 00:00:00,3,Online,9019.44,20
8100,95,15,2023-02-11 00:00:00,1,Loja Física,2946.66,3
8101,125,7,2022-01-01 00:00:00,1,Loja Física,3835.28,12
8102,41,88,2024-01-14 00:00:00,3,Loja Física,741.39,18
8103,891,90,2022-02-05 00:00:00,2,Online,6301.78,12
8104,254,50,2022-10-19 00:00:00,1,Online,3555.18,11
8105,7,10,2023-09-03 00:00:00,3,Loja Física,9407.04,14
8106,471,79,2022-01-17 00:00:00,1,Online,3329.32,12
