ID_Venda;ID_Cliente;ID_Produto;Data;Quantidade;Canal;Valor_Total;faixa_etaria
10979;205;76;2022-02-13;4;Online;12294.2;Adulto
10980;267;47;2022-07-21;4;Online;12864.44;Adulto
10981;138;85;2022-04-21;2;Online;3007.9;Adulto
10982;368;84;2022-02-03;4;Loja Física;14853.56;Adulto
10983;443;6;2024-03-23;3;Loja Física;9469.02;Adulto
10984;858;50;2023-11-07;2;Online;7110.36;Adulto
10985;760;63;2023-06-10;3;Online;7480.89;Adulto
10986;567;12;2023-08-31;4;Online;12642.44;Adulto
10987;916;41;2022-03-02;3;Online;7655.28;Adulto
10988;721;31;2023-04-26;2;Loja Física;8083.26;Adulto
10989;17;2;2022-05-02;3;Online;9918.84;Adulto
10990;68;16;2024-07-19;2;Online;9908.66;Adulto
10991;133;1;2022-09-17;4;Online;6530.44;Adulto
10992;700;4;2022-02-14;2;Online;340.94;Idoso
10993;919;47;2022-03-09;4;Loja Física;12864.44;Adulto
10994;430;65;2022-11-05;1;Online;853.09;Adulto
10995;308;52;2023-11-15;4;Online;13488.12;Adulto
10996;650;47;2022-01-11;2;Online;6432.22;Idoso
10997;174;99;2024-02-12;2;Online;8554.96;Adulto
10998;412;77;2022-04-09;1;Online;4416.77;Adulto
10999;97;50;2024-03-12;1;Loja Física;3555.18;Idoso
11000;683;45;2022-05-07;4;Online;5795.64;Adulto
11001;154;42;2024-07-31;3;Online;10455.99;Adulto
11002;695;95;2023-09-09;3;Online;5228.61;Adulto
11003;242;84;2022-07-30;1;Online;3713.39;Adulto
11004;304;56;2023-08-25;4;Loja Física;15670.4;Adulto
11005;285;71;2024-07-11;1;Loja Física;1839.13;Adulto
11006;27;57;2022-07-24;1;Loja Física;3087.52;Adulto
11007;402;33;2022-07-09;2;Online;6012.96;Adulto
11008;360;28;2023-11-18;2;Loja Física;9957.18;Adulto
11009;60;44;2022-12-26;2;Online;6556.66;Idoso
11010;202;56;2022-01-30;1;Loja Física;3917.6;Adulto
11011;762;44;2022-04-03;4;Loja Física;13113.32;Adulto
11012;874;84;2022-05-30;3;Loja Física;11140.17;Adulto
11013;581;96;2024-05-16;3;Loja Física;1285.14;Idoso
11014;970;73;2024-02-04;2;Online;511.08;Adulto
11015;370;34;2024-08-22;4;Loja Física;1445.64;Adulto
11016;533;14;2022-10-12;2;Loja Física;5951.98;Adulto
11017;152;68;2024-08-29;4;Online;18457.64;Adulto
11018;102;29;2023-08-17;4;Loja Física;19629.92;Jovem
11019;899;79;2022-12-23;4;Loja Física;13317.28;Adulto
11020;1000;17;2022-12-27;1;Loja Física;3807.98;Adulto
11021;607;83;2022-06-14;4;Online;4254.4;Adulto
11022;446;9;2024-05-25;1;Online;4201.89;Adulto
11023;873;27;2023-05-28;3;Loja Física;3411.06;Adulto
11024;229;49;2024-03-10;3;Loja Física;2936.52;Adulto
11025;125;79;2024-01-17;1;Online;3329.32;Adulto
11026;770;37;2023-09-20;3;Online;10259.7;Adulto
11027;834;28;2022-09-05;3;Loja Física;14935.77;Adulto
11028;999;50;2023-06-02;2;Online;7110.36;Adulto
11029;881;55;2023-08-07;1;Loja Física;193.81;Adulto
11030;938;4;2022-03-11;1;Online;170.47;Idoso
11031;236;85;2022-04-12;1;Online;1503.95;Jovem
11032;162;98;2024-04-19;2;Loja Física;8206.34;Adulto
11033;554;19;2023-08-16;1;Loja Física;3566.25;Adulto
11034;788;37;2024-02-21;3;Loja Física;10259.7;Adulto
11035;353;4;2022-01-15;4;Online;681.88;Adulto
11036;68;37;2023-06-26;2;Loja Física;6839.8;Adulto
11037;173;51;2022-08-11;2;Loja Física;4660.68;Adulto
11038;843;32;2024-01-03;1;Online;3603.99;Adulto
11039;637;45;2022-07-16;4;Online;5795.64;Idoso
11040;682;12;2024-09-14;4;Loja Física;12642.44;Idoso
11041;559;41;2022-10-16;4;Online;10207.04;Idoso
11042;261;56;2022-06-25;3;Loja Física;11752.8;Adulto
11043;217;80;2024-07-12;4;Online;4540.16;Idoso
11044;817;14;2024-02-12;1;Online;2975.99;Adulto
11045;124;54;2023-07-05;3;Online;2795.01;Adulto
11046;805;63;2022-01-05;4;Online;9974.52;Adulto
11047;162;65;2024-09-23;1;Loja Física;853.09;Adulto
11048;201;58;2024-01-13;3;Online;10584.69;Adulto
11049;454;96;2022-04-12;3;Loja Física;1285.14;Idoso
11050;402;21;2024-08-04;4;Online;4885.96;Adulto
11051;462;4;2022-08-08;3;Loja Física;511.41;Idoso
11052;275;73;2024-07-31;2;Loja Física;511.08;Adulto
11053;206;46;2023-06-01;1;Online;865.41;Adulto
11054;40;86;2024-05-21;4;Loja Física;16131.76;Idoso
11055;273;12;2023-12-26;1;Loja Física;3160.61;Adulto
11056;700;30;2023-05-02;1;Loja Física;3282.59;Idoso
11057;867;94;2023-01-11;2;Loja Física;811.46;Adulto
11058;93;96;2023-12-16;3;Loja Física;1285.14;Idoso
11059;42;60;2023-08-27;2;Loja Física;8067.54;Adulto
11060;465;71;2022-07-09;2;Online;3678.26;Adulto
11061;379;81;2023-03-27;3;Loja Física;12986.04;Idoso
11062;107;65;2023-11-21;4;Loja Física;3412.36;Jovem
11063;328;14;2024-09-07;1;Loja Física;2975.99;Idoso
11064;65;44;2022-04-20;4;Online;13113.32;Adulto
11065;365;26;2022-07-05;4;Online;10742.48;Adulto
11066;821;91;2024-05-04;2;Online;9739.14;Adulto
11067;484;16;2022-12-30;3;Loja Física;14862.99;Adulto
11068;647;7;2023-01-24;3;Online;11505.84;Adulto
11069;901;32;2023-03-11;1;Online;3603.99;Adulto
11070;24;89;2022-08-08;3;Online;13491.27;Adulto
11071;540;95;2023-06-11;4;Loja Física;6971.48;Adulto
11072;62;16;2022-08-22;3;Online;14862.99;Idoso
11073;491;78;2023-02-22;3;Online;13278.84;Jovem
11074;273;89;2022-04-26;4;Loja Física;17988.36;Adulto
11075;229;62;2024-02-19;1;Loja Física;2726.08;Adulto
11076;20;30;2022-11-18;1;Online;3282.59;Adulto
11077;3;71;2022-05-07;4;Loja Física;7356.52;Adulto
11078;421;12;2023-04-23;3;Online;9481.83;Adulto
11079;730;67;2022-04-23;3;Loja Física;4372.08;Adulto
11080;911;91;2023-06-17;1;Online;4869.57;Adulto
11081;307;46;2022-05-20;1;Loja Física;865.41;Adulto
11082;432;83;2023-05-23;1;Loja Física;1063.6;Idoso
11083;136;43;2024-02-20;2;Loja Física;7031.94;Adulto
11084;909;55;2023-01-05;1;Online;193.81;Adulto
11085;944;45;2023-12-23;3;Online;4346.73;Adulto
11086;515;60;2022-10-23;1;Online;4033.77;Adulto
11087;193;71;2023-07-25;3;Loja Física;5517.39;Adulto
11088;585;80;2024-01-10;3;Loja Física;3405.12;Adulto
11089;415;32;2022-02-11;3;Online;10811.97;Adulto
11090;873;8;2022-03-26;1;Loja Física;290.8;Adulto
11091;118;77;2022-12-02;1;Online;4416.77;Adulto
11092;666;62;2023-05-21;4;Online;10904.32;Adulto
11093;209;75;2022-04-29;1;Online;514.37;Idoso
11094;952;20;2023-01-30;1;Loja Física;2007.23;Adulto
11095;34;18;2022-10-18;1;Online;2267.24;Adulto
11096;649;6;2023-04-13;2;Online;6312.68;Adulto
11097;318;84;2023-09-07;1;Online;3713.39;Adulto
11098;120;96;2024-01-24;2;Online;856.76;Adulto
11099;627;29;2022-11-16;3;Online;14722.44;Adulto
11100;525;4;2023-12-05;3;Loja Física;511.41;Adulto
11101;581;71;2024-09-26;3;Loja Física;5517.39;Idoso
11102;937;43;2024-05-11;3;Online;10547.91;Adulto
11103;845;84;2023-03-31;2;Online;7426.78;Idoso
11104;769;34;2022-08-20;2;Online;722.82;Adulto
11105;89;71;2023-07-22;3;Online;5517.39;Adulto
11106;512;33;2023-02-22;1;Loja Física;3006.48;Adulto
11107;47;15;2022-10-25;3;Loja Física;8839.98;Adulto
11108;772;96;2024-05-25;3;Online;1285.14;Adulto
11109;740;86;2023-03-15;2;Loja Física;8065.88;Idoso
11110;959;40;2022-07-13;3;Loja Física;2760.15;Idoso
11111;692;93;2024-05-27;2;Online;8504.4;Adulto
11112;522;89;2022-03-13;4;Online;17988.36;Adulto
11113;284;5;2024-07-05;2;Online;7690.66;Adulto
11114;377;78;2024-05-11;3;Online;13278.84;Adulto
11115;638;50;2024-04-01;1;Online;3555.18;Adulto
11116;134;99;2023-05-03;2;Loja Física;8554.96;Idoso
11117;667;66;2024-08-19;2;Loja Física;5811.56;Adulto
11118;248;89;2023-11-27;2;Loja Física;8994.18;Adulto
11119;652;54;2023-01-12;3;Loja Física;2795.01;Adulto
11120;318;80;2022-07-03;3;Online;3405.12;Adulto
11121;436;46;2022-01-14;2;Loja Física;1730.82;Idoso
11122;176;80;2023-11-22;1;Online;1135.04;Idoso
11123;835;11;2023-05-19;3;Loja Física;8581.92;Adulto
11124;686;49;2023-11-20;1;Online;978.84;Adulto
11125;993;99;2022-04-18;4;Loja Física;17109.92;Idoso
11126;586;23;2023-02-10;1;Loja Física;4648.09;Adulto
11127;351;55;2023-03-25;3;Loja Física;581.43;Adulto
11128;143;5;2023-06-20;2;Online;7690.66;Adulto
11129;967;64;2023-11-06;4;Online;8277.0;Adulto
11130;804;35;2023-11-24;1;Loja Física;2328.35;Idoso
11131;398;93;2022-03-29;2;Online;8504.4;Adulto
11132;624;69;2022-05-03;4;Loja Física;11830.52;Adulto
11133;718;54;2022-05-27;1;Loja Física;931.67;Idoso
11134;643;3;2023-02-09;2;Online;2473.78;Adulto
11135;369;6;2023-02-15;4;Online;12625.36;Idoso
11136;501;87;2023-12-13;3;Loja Física;14959.41;Adulto
11137;622;56;2023-08-28;1;Loja Física;3917.6;Idoso
11138;370;2;2022-04-15;1;Loja Física;3306.28;Adulto
11139;579;82;2024-01-30;4;Loja Física;17767.44;Adulto
11140;382;94;2024-08-05;1;Loja Física;405.73;Adulto
11141;86;38;2024-07-02;2;Loja Física;3856.6;Adulto
11142;787;56;2022-06-22;1;Loja Física;3917.6;Adulto
11143;739;5;2022-03-08;1;Online;3845.33;Idoso
11144;460;46;2023-01-08;2;Online;1730.82;Adulto
11145;950;11;2024-09-25;2;Online;5721.28;Adulto
11146;325;65;2022-07-23;3;Online;2559.27;Adulto
11147;522;10;2022-12-13;2;Online;6271.36;Adulto
11148;489;41;2022-07-25;1;Online;2551.76;Adulto
11149;929;44;2023-09-02;4;Online;13113.32;Adulto
11150;397;90;2024-05-14;1;Loja Física;3150.89;Adulto
11151;896;33;2023-02-18;3;Loja Física;9019.44;Adulto
11152;355;91;2022-05-06;4;Online;19478.28;Adulto
11153;947;56;2022-08-27;3;Loja Física;11752.8;Adulto
11154;288;12;2024-05-08;1;Online;3160.61;Adulto
11155;459;2;2023-03-11;2;Online;6612.56;Adulto
11156;624;1;2024-01-13;4;Online;6530.44;Adulto
11157;998;65;2023-05-27;1;Online;853.09;Idoso
11158;536;33;2022-10-13;4;Loja Física;12025.92;Adulto
11159;291;86;2024-02-23;3;Online;12098.82;Adulto
11160;851;76;2024-01-01;1;Online;3073.55;Jovem
11161;838;36;2024-02-24;4;Online;13625.8;Adulto
11162;168;21;2023-08-19;1;Loja Física;1221.49;Idoso
11163;950;84;2023-08-31;1;Loja Física;3713.39;Adulto
11164;621;36;2022-10-07;3;Online;10219.35;Adulto
11165;428;26;2024-02-14;3;Loja Física;8056.86;Adulto
11166;702;47;2024-03-19;3;Online;9648.33;Adulto
11167;490;95;2024-03-31;2;Loja Física;3485.74;Adulto
11168;355;1;2023-10-22;4;Online;6530.44;Adulto
11169;196;38;2024-08-23;3;Online;5784.9;Idoso
11170;545;14;2023-02-14;2;Online;5951.98;Adulto
11171;717;90;2022-12-31;2;Loja Física;6301.78;Adulto
11172;824;46;2023-05-03;4;Loja Física;3461.64;Jovem
11173;932;42;2023-11-14;4;Online;13941.32;Adulto
11174;694;7;2023-09-10;3;Loja Física;11505.84;Adulto
11175;659;55;2024-08-30;2;Loja Física;387.62;Adulto
11176;939;56;2023-02-19;4;Online;15670.4;Idoso
11177;780;76;2023-05-12;4;Online;12294.2;Adulto
11178;11;63;2023-06-08;4;Loja Física;9974.52;Adulto
11179;582;24;2022-10-13;4;Online;18611.12;Adulto
11180;256;83;2022-05-31;2;Loja Física;2127.2;Adulto
11181;396;73;2024-02-26;1;Online;255.54;Adulto
11182;731;99;2023-04-11;4;Online;17109.92;Idoso
11183;809;4;2022-04-21;2;Online;340.94;Adulto
11184;409;42;2022-05-06;4;Online;13941.32;Adulto
11185;362;96;2022-09-14;2;Online;856.76;Adulto
11186;259;70;2023-05-17;3;Online;9014.76;Adulto
11187;3;28;2023-05-25;1;Online;4978.59;Adulto
11188;84;92;2022-08-25;2;Online;4757.1;Adulto
11189;156;40;2023-10-06;2;Loja Física;1840.1;Adulto
11190;663;51;2024-08-23;2;Loja Física;4660.68;Adulto
11191;176;29;2022-05-18;4;Loja Física;19629.92;Idoso
11192;707;42;2022-01-31;3;Loja Física;10455.99;Adulto
11193;938;69;2022-04-12;4;Loja Física;11830.52;Idoso
11194;472;5;2024-01-26;3;Loja Física;11535.99;Idoso
11195;619;41;2022-02-24;1;Loja Física;2551.76;Adulto
11196;424;61;2024-04-30;4;Loja Física;19234.04;Adulto
11197;134;55;2022-03-11;2;Loja Física;387.62;Idoso
11198;788;28;2023-05-26;1;Online;4978.59;Adulto
11199;907;41;2023-11-26;4;Loja Física;10207.04;Adulto
11200;864;9;2022-01-28;3;Loja Física;12605.67;Adulto
11201;380;29;2024-09-22;4;Online;19629.92;Adulto
11202;667;78;2022-07-03;4;Loja Física;17705.12;Adulto
11203;277;38;2023-01-27;2;Online;3856.6;Adulto
11204;236;62;2023-09-12;2;Online;5452.16;Jovem
11205;752;54;2023-11-27;1;Loja Física;931.67;Adulto
11206;882;52;2022-12-01;2;Loja Física;6744.06;Adulto
11207;13;34;2022-06-06;4;Online;1445.64;Adulto
11208;342;37;2022-11-07;4;Loja Física;13679.6;Adulto
11209;35;49;2023-09-29;3;Loja Física;2936.52;Adulto
11210;559;42;2023-10-01;4;Loja Física;13941.32;Idoso
11211;214;14;2022-04-09;1;Loja Física;2975.99;Adulto
11212;412;82;2024-02-18;1;Online;4441.86;Adulto
11213;405;33;2022-03-20;2;Online;6012.96;Idoso
11214;494;98;2023-11-08;3;Loja Física;12309.51;Adulto
11215;658;92;2024-02-09;4;Loja Física;9514.2;Adulto
11216;159;87;2023-06-17;2;Loja Física;9972.94;Adulto
11217;956;17;2024-02-25;4;Online;15231.92;Idoso
11218;637;75;2023-05-20;1;Loja Física;514.37;Idoso
11219;110;32;2024-03-22;1;Loja Física;3603.99;Adulto
11220;549;79;2023-04-23;3;Online;9987.96;Adulto
11221;789;68;2022-07-26;4;Online;18457.64;Idoso
11222;526;39;2022-10-28;4;Loja Física;18857.16;Adulto
11223;985;94;2023-11-09;1;Online;405.73;Adulto
11224;347;10;2023-05-25;3;Loja Física;9407.04;Idoso
11225;744;87;2023-05-18;2;Online;9972.94;Adulto
11226;828;24;2023-06-01;3;Online;13958.34;Adulto
11227;636;58;2022-09-25;2;Online;7056.46;Adulto
11228;279;69;2023-07-10;2;Online;5915.26;Jovem
11229;479;64;2022-12-18;1;Online;2069.25;Adulto
11230;111;19;2024-04-08;2;Online;7132.5;Adulto
11231;636;8;2024-05-30;4;Loja Física;1163.2;Adulto
11232;925;71;2023-07-08;1;Loja Física;1839.13;Adulto
11233;431;40;2023-07-14;3;Online;2760.15;Adulto
11234;542;13;2022-01-19;3;Online;13007.16;Adulto
11235;115;27;2024-09-02;2;Loja Física;2274.04;Adulto
11236;90;82;2024-02-22;4;Loja Física;17767.44;Adulto
11237;212;88;2022-02-02;3;Online;741.39;Adulto
11238;550;2;2023-03-17;2;Online;6612.56;Adulto
11239;595;16;2024-06-20;3;Loja Física;14862.99;Adulto
11240;539;14;2024-07-25;4;Online;11903.96;Idoso
11241;729;17;2022-05-02;2;Loja Física;7615.96;Adulto
11242;360;60;2023-01-28;4;Online;16135.08;Adulto
11243;486;70;2023-04-06;2;Online;6009.84;Adulto
11244;372;99;2022-11-19;4;Online;17109.92;Adulto
11245;215;17;2024-05-23;3;Online;11423.94;Adulto
11246;733;45;2023-01-21;3;Loja Física;4346.73;Adulto
11247;15;38;2023-03-30;4;Loja Física;7713.2;Adulto
11248;955;64;2023-04-16;3;Loja Física;6207.75;Adulto
11249;259;6;2022-02-06;3;Loja Física;9469.02;Adulto
11250;778;60;2022-02-03;2;Loja Física;8067.54;Adulto
11251;463;49;2022-07-01;4;Loja Física;3915.36;Idoso
11252;120;21;2023-07-25;2;Online;2442.98;Adulto
11253;976;99;2023-11-07;3;Online;12832.44;Idoso
11254;913;23;2024-05-31;3;Loja Física;13944.27;Adulto
11255;128;76;2024-03-09;1;Online;3073.55;Adulto
11256;723;57;2022-11-07;4;Loja Física;12350.08;Adulto
11257;523;64;2024-06-24;4;Loja Física;8277.0;Adulto
11258;688;29;2023-12-25;2;Online;9814.96;Adulto
11259;645;27;2022-06-18;4;Loja Física;4548.08;Adulto
11260;325;6;2023-05-19;2;Online;6312.68;Adulto
11261;320;21;2023-03-18;3;Loja Física;3664.47;Adulto
11262;506;71;2022-05-18;1;Loja Física;1839.13;Adulto
11263;526;41;2022-11-16;3;Loja Física;7655.28;Adulto
11264;50;80;2024-01-03;2;Online;2270.08;Adulto
11265;922;5;2023-02-03;2;Online;7690.66;Adulto
11266;584;15;2023-05-15;1;Online;2946.66;Adulto
11267;69;21;2024-02-22;3;Online;3664.47;Adulto
11268;391;58;2022-04-23;4;Loja Física;14112.92;Idoso
11269;383;4;2023-08-06;1;Online;170.47;Adulto
11270;16;69;2023-11-23;4;Online;11830.52;Adulto
11271;439;7;2023-05-18;3;Online;11505.84;Adulto
11272;846;35;2023-11-07;1;Online;2328.35;Jovem
11273;869;36;2023-07-22;3;Loja Física;10219.35;Adulto
11274;568;15;2023-12-03;3;Online;8839.98;Jovem
11275;617;92;2023-07-07;4;Loja Física;9514.2;Adulto
11276;132;2;2023-08-09;4;Online;13225.12;Adulto
11277;996;57;2023-04-27;4;Online;12350.08;Adulto
11278;560;5;2023-05-03;3;Online;11535.99;Adulto
11279;248;71;2023-07-30;2;Online;3678.26;Adulto
11280;273;86;2024-05-24;3;Online;12098.82;Adulto
11281;623;95;2022-06-10;2;Online;3485.74;Adulto
11282;932;32;2023-06-03;1;Online;3603.99;Adulto
11283;838;72;2022-02-27;4;Online;1419.0;Adulto
11284;848;41;2023-02-05;4;Online;10207.04;Idoso
11285;349;42;2022-09-27;3;Loja Física;10455.99;Idoso
11286;484;75;2023-05-22;2;Online;1028.74;Adulto
11287;550;65;2023-08-29;1;Online;853.09;Adulto
11288;357;40;2024-09-21;3;Online;2760.15;Idoso
11289;752;83;2023-01-22;1;Loja Física;1063.6;Adulto
11290;318;38;2023-09-24;2;Loja Física;3856.6;Adulto
11291;633;42;2023-11-24;4;Online;13941.32;Adulto
11292;48;37;2022-12-28;4;Online;13679.6;Adulto
11293;10;56;2024-02-24;2;Loja Física;7835.2;Adulto
11294;233;71;2022-10-19;4;Loja Física;7356.52;Adulto
11295;36;55;2022-11-25;3;Online;581.43;Adulto
11296;413;89;2022-03-04;2;Loja Física;8994.18;Adulto
11297;462;54;2022-01-29;4;Online;3726.68;Idoso
11298;4;22;2023-08-28;2;Loja Física;6049.14;Adulto
11299;44;27;2022-02-16;1;Online;1137.02;Adulto
11300;568;47;2022-05-12;3;Online;9648.33;Jovem
11301;554;38;2024-05-07;3;Online;5784.9;Adulto
11302;255;39;2023-01-11;3;Online;14142.87;Idoso
11303;740;15;2022-12-24;4;Online;11786.64;Idoso
11304;114;66;2024-04-08;1;Loja Física;29057.800000000003;Adulto
11305;749;61;2024-01-30;4;Online;19234.04;Adulto
11306;397;60;2023-08-21;4;Loja Física;16135.08;Adulto
11307;174;8;2022-01-28;2;Loja Física;581.6;Adulto
11308;255;44;2024-02-23;3;Loja Física;9834.99;Idoso
11309;466;43;2024-07-01;4;Loja Física;14063.88;Adulto
11310;929;6;2023-10-03;3;Online;9469.02;Adulto
11311;277;84;2022-12-16;1;Loja Física;3713.39;Adulto
11312;464;27;2023-01-25;1;Loja Física;1137.02;Adulto
11313;847;45;2022-04-10;3;Loja Física;4346.73;Idoso
11314;502;23;2023-03-15;3;Online;13944.27;Adulto
11315;441;81;2022-12-20;1;Online;4328.68;Adulto
11316;69;13;2023-01-01;1;Loja Física;4335.72;Adulto
11317;509;68;2023-02-26;4;Loja Física;18457.64;Adulto
11318;326;84;2022-12-26;1;Online;3713.39;Adulto
11319;742;64;2022-02-27;4;Loja Física;8277.0;Adulto
11320;67;25;2023-11-09;1;Online;1775.34;Idoso
11321;304;86;2022-09-08;4;Loja Física;16131.76;Adulto
11322;972;52;2022-09-11;2;Loja Física;6744.06;Jovem
11323;484;48;2022-08-29;2;Online;6073.16;Adulto
11324;929;61;2023-10-26;4;Online;19234.04;Adulto
11325;548;17;2022-11-16;3;Loja Física;11423.94;Adulto
11326;417;40;2023-08-30;2;Online;1840.1;Adulto
11327;159;75;2022-03-28;1;Loja Física;514.37;Adulto
11328;149;89;2024-07-21;3;Online;13491.27;Adulto
11329;27;69;2023-12-06;1;Online;2957.63;Adulto
11330;987;85;2022-03-09;2;Online;3007.9;Idoso
11331;584;26;2024-06-08;1;Loja Física;2685.62;Adulto
11332;248;80;2022-11-09;4;Loja Física;4540.16;Adulto
11333;101;56;2022-04-28;3;Loja Física;11752.8;Idoso
11334;702;40;2022-12-12;2;Online;1840.1;Adulto
11335;96;85;2022-06-23;3;Loja Física;4511.85;Adulto
11336;384;96;2022-01-21;4;Online;1713.52;Adulto
11337;282;68;2023-07-06;2;Online;9228.82;Adulto
11338;322;8;2022-11-30;1;Online;290.8;Idoso
11339;396;73;2022-02-08;3;Online;766.62;Adulto
11340;278;45;2023-04-17;2;Loja Física;2897.82;Adulto
11341;529;17;2023-11-05;2;Loja Física;7615.96;Adulto
11342;263;41;2024-06-03;4;Loja Física;10207.04;Adulto
11343;619;77;2023-03-09;2;Online;8833.54;Adulto
11344;580;9;2023-08-05;2;Loja Física;8403.78;Idoso
11345;640;70;2023-06-12;4;Online;12019.68;Adulto
11346;293;91;2024-07-12;1;Loja Física;4869.57;Idoso
11347;294;24;2023-03-08;1;Loja Física;4652.78;Idoso
11348;608;73;2022-10-01;2;Loja Física;511.08;Adulto
11349;395;11;2022-01-21;1;Loja Física;2860.64;Adulto
11350;513;35;2023-12-14;4;Loja Física;9313.4;Adulto
11351;921;29;2023-04-26;1;Loja Física;4907.48;Idoso
11352;810;8;2023-08-26;2;Online;581.6;Idoso
11353;180;17;2022-01-23;4;Online;15231.92;Adulto
11354;920;71;2022-11-21;1;Online;1839.13;Idoso
11355;693;12;2023-01-22;3;Loja Física;9481.83;Adulto
11356;235;79;2023-08-08;3;Online;9987.96;Adulto
11357;952;93;2023-02-04;4;Loja Física;17008.8;Adulto
11358;831;50;2022-11-27;1;Online;3555.18;Adulto
11359;337;24;2023-08-10;2;Loja Física;9305.56;Adulto
11360;8;37;2022-04-11;3;Loja Física;10259.7;Adulto
11361;443;78;2024-04-07;1;Online;4426.28;Adulto
11362;941;11;2023-05-16;1;Loja Física;2860.64;Adulto
11363;539;99;2022-04-13;2;Loja Física;8554.96;Idoso
11364;820;81;2023-12-09;2;Online;8657.36;Adulto
11365;658;59;2023-11-23;1;Online;4206.96;Adulto
11366;91;55;2022-07-30;2;Online;387.62;Idoso
11367;854;27;2022-12-11;4;Online;4548.08;Adulto
11368;272;67;2023-05-24;3;Online;4372.08;Idoso
11369;834;60;2023-05-30;3;Loja Física;12101.31;Adulto
11370;5;2;2024-04-10;1;Loja Física;3306.28;Adulto
11371;594;68;2024-02-23;1;Online;4614.41;Adulto
11372;899;18;2023-11-15;2;Loja Física;4534.48;Adulto
11373;219;20;2022-12-14;3;Online;6021.69;Idoso
11374;118;85;2022-06-20;2;Loja Física;3007.9;Adulto
11375;593;63;2023-09-22;1;Loja Física;2493.63;Adulto
11376;976;78;2022-11-03;1;Loja Física;4426.28;Idoso
11377;582;72;2023-01-08;1;Online;354.75;Adulto
11378;115;2;2024-09-19;1;Loja Física;3306.28;Adulto
11379;263;90;2023-03-23;1;Online;3150.89;Adulto
11380;306;83;2022-07-26;1;Online;1063.6;Idoso
11381;654;42;2023-05-24;4;Online;13941.32;Adulto
11382;422;28;2023-10-13;4;Loja Física;19914.36;Adulto
11383;1000;29;2024-05-17;2;Loja Física;9814.96;Adulto
11384;207;69;2024-09-24;4;Loja Física;11830.52;Idoso
11385;623;28;2024-03-17;2;Online;9957.18;Adulto
11386;303;60;2022-03-19;2;Online;8067.54;Adulto
11387;112;90;2024-05-10;4;Online;12603.56;Idoso
11388;417;5;2024-05-20;3;Online;11535.99;Adulto
11389;555;15;2023-07-03;2;Online;5893.32;Adulto
11390;859;73;2022-08-08;1;Online;255.54;Adulto
11391;285;32;2022-10-22;2;Loja Física;7207.98;Adulto
11392;640;52;2022-09-29;2;Online;6744.06;Adulto
11393;185;90;2022-02-18;3;Loja Física;9452.67;Idoso
11394;741;37;2022-11-01;1;Online;3419.9;Adulto
11395;901;15;2023-08-11;3;Online;8839.98;Adulto
11396;221;41;2023-02-16;3;Loja Física;7655.28;Adulto
11397;864;4;2024-04-03;3;Loja Física;511.41;Adulto
11398;444;53;2022-08-20;2;Loja Física;8406.2;Adulto
11399;117;84;2023-10-02;1;Loja Física;3713.39;Adulto
11400;70;27;2024-01-31;1;Loja Física;1137.02;Adulto
11401;898;21;2024-09-07;3;Loja Física;3664.47;Adulto
11402;70;60;2022-04-05;4;Loja Física;16135.08;Adulto
11403;622;86;2024-01-05;1;Online;4032.94;Idoso
11404;427;64;2024-05-14;1;Online;2069.25;Adulto
11405;644;71;2023-08-16;3;Online;5517.39;Adulto
11406;568;47;2022-04-08;2;Online;6432.22;Jovem
11407;989;54;2023-08-30;3;Loja Física;2795.01;Adulto
11408;443;31;2022-12-11;4;Loja Física;16166.52;Adulto
11409;601;17;2022-10-07;4;Online;15231.92;Adulto
11410;137;50;2022-03-10;3;Loja Física;10665.54;Adulto
11411;504;7;2023-08-04;4;Online;15341.12;Adulto
11412;131;83;2024-03-31;2;Loja Física;2127.2;Adulto
11413;218;28;2023-06-28;2;Online;9957.18;Idoso
11414;688;10;2023-05-02;2;Online;6271.36;Adulto
11415;171;27;2023-03-14;4;Online;4548.08;Adulto
11416;475;13;2022-08-03;2;Loja Física;8671.44;Idoso
11417;612;66;2022-12-22;3;Online;8717.34;Adulto
11418;992;86;2024-03-25;2;Online;8065.88;Adulto
11419;129;84;2022-03-20;4;Online;14853.56;Idoso
11420;57;60;2023-10-30;1;Loja Física;4033.77;Adulto
11421;181;43;2024-04-23;4;Online;14063.88;Idoso
11422;246;69;2022-11-06;3;Loja Física;8872.89;Adulto
11423;144;63;2023-06-01;3;Loja Física;7480.89;Adulto
11424;51;70;2024-04-03;4;Online;12019.68;Adulto
11425;368;99;2022-11-04;2;Loja Física;8554.96;Adulto
11426;459;65;2023-03-20;2;Loja Física;1706.18;Adulto
11427;218;99;2023-11-11;1;Loja Física;4277.48;Idoso
11428;616;67;2023-07-07;2;Loja Física;2914.72;Adulto
11429;895;54;2022-11-17;3;Online;2795.01;Adulto
11430;567;36;2022-07-24;2;Loja Física;6812.9;Adulto
11431;257;71;2023-03-01;4;Online;7356.52;Adulto
11432;858;93;2023-02-16;4;Loja Física;17008.8;Adulto
11433;156;15;2022-09-15;1;Loja Física;2946.66;Adulto
11434;565;75;2023-10-02;3;Online;1543.11;Adulto
11435;442;18;2023-06-12;4;Loja Física;9068.96;Adulto
11436;841;4;2023-04-10;3;Loja Física;511.41;Adulto
11437;956;88;2023-11-19;2;Online;494.26;Idoso
